TF,target,importance
CEBPD,IQGAP1,11.17063336
RPS10,GCC2,11.16841231
TCF7L2,CX3CR1,11.1682213
KLF4,RARA,11.16728375
LMO2,CSTA,11.16600468
H2AFY,GSR,11.16585237
CEBPD,H3F3B,11.16576787
UQCRB,EIF3L,11.16520837
ZEB2,PFDN5,11.16513128
KLF10,SRGN,11.16326364
KLF13,SUB1,11.16315006
ZEB2,SCAMP2,11.16186717
RPS4X,YBX1,11.16165585
RXRA,TUBA1A,11.16137818
SPI1,ATP5F1A,11.16118009
KLF6,GSTP1,11.16031506
AHR,RBMS2,11.16025828
CEBPB,SCPEP1,11.15948677
XBP1,IFI27L2,11.15845482
RPL35,BTG1,11.15773821
UQCRB,CNBP,11.15772356
BCL6,PPP2CA,11.15635093
ENO1,PPIA,11.15583938
RPL35,LSM7,11.1555794
RUNX3,RAP1B,11.15533003
SPI1,CDA,11.15507293
FOSB,WWP2,11.15450617
NFE2L2,TNS3,11.15289271
SPI1,NOP10,11.15255836
CERS2,PRKAR2B,11.15252016
ENO1,NONO,11.15220774
BCL11B,FLT3LG,11.15080657
MAFB,CALM2,11.1506413
H2AFY,AKIRIN2,11.1504373
NAP1L1,GPBAR1,11.14912277
MYCL,CSF2RA,11.14797298
ZBTB1,TMEM238,11.14723468
FOS,SEMA4A,11.14681171
P4HB,UBL5,11.14655147
KLF4,EMP3,11.14634699
TCF7L2,PSAP,11.14630465
FOS,MINOS1,11.14583443
CEBPD,LPGAT1,11.14447484
TCF4,TRAF4,11.14419536
TBX21,TSEN54,11.14004521
CEBPB,RAP2B,11.1398384
H2AFY,REEP5,11.13914359
KLF6,LRMDA,11.13850786
RXRA,CAPNS1,11.13740266
SPIB,KIAA0040,11.1368658
KLF4,LSM6,11.13637106
SPI1,FAM133B,11.13635436
TAGLN2,F11R,11.13448172
YBX1,AKR1A1,11.133309
CEBPD,SH3BGRL3,11.1327552
RBM3,VAMP8,11.13038307
ANXA1,SCPEP1,11.12990546
RPL6,IL7R,11.1281589
FOS,STK17A,11.12779522
FOS,RHOT1,11.12728408
STAT4,CD247,11.12656097
BCL11B,FAM102A,11.12500614
LRRFIP1,CFL1,11.12341956
LEF1,NPM1,11.12314783
LEF1,SATB1,11.12254184
SP3,COA3,11.12191352
ZNF606,SH3BP5,11.12183668
SPI1,TBCA,11.12170512
ZEB2,FPR1,11.1216089
ZEB2,IL10RA,11.12127608
CEBPD,RPS16,11.12040487
RORA,SLFN5,11.11996636
H2AFY,AMPD2,11.1198419
TCF7,EPB41,11.11918692
FOS,OXA1L,11.11909915
CERS2,TUBB1,11.11608136
UQCRB,RPL23,11.11571454
RPS4X,IGHD,11.1154598
KLF6,S100A4,11.11531479
CTCF,AL096865.1,11.1150925
HIST1H2BN,FGFBP2,11.11498078
MAFB,SDCBP,11.11354561
P4HB,FABP5,11.11287234
FOS,CDV3,11.11227086
UQCRB,EEF1D,11.11215715
CEBPB,VASP,11.11182143
KLF4,CCNY,11.11114239
RPL6,UFC1,11.1104445
CEBPD,ENTPD1,11.10978878
CANX,HNRNPK,11.10811824
LMO2,ATP5MPL,11.10778076
TCF4,MAP1A,11.10759208
TCF7,EEF1D,11.10738381
CERS2,AL731557.1,11.10433427
POU2AF1,BLK,11.10352124
KLF6,PPP1R12A,11.10285976
XBP1,RPN2,11.10222035
SPI1,ATP6AP1,11.10188986
RXRA,DIAPH1,11.10013039
FOSB,NFKBIA,11.10009753
YBX1,ERICH1,11.09843318
LEF1,RPS3A,11.09823273
ZEB2,PARK7,11.09748561
SPI1,CD14,11.09705969
BCL11B,MALAT1,11.09704847
H2AFY,NLRP1,11.0962692
RPL6,TUFM,11.09557359
HCLS1,ATP5F1B,11.09527512
FOS,MTDH,11.09450003
H2AFY,ATG3,11.094038
NAP1L1,SLC25A5,11.09298569
RXRA,CD93,11.09278639
JUNB,GPSM3,11.0926547
UQCRB,SARAF,11.0924444
CUX2,SEC61B,11.09221068
ZEB2,PLAUR,11.09122847
SPI1,COMT,11.09055787
RXRA,PILRA,11.09031019
ENO1,SERF2,11.08912159
TCF7,RHPN1,11.08854073
LEF1,RPS12,11.08747916
IRF8,TP53I13,11.08679585
GATA3,EVL,11.08641926
TCF4,GNG7,11.08617178
KLF4,RAB3D,11.08616595
ZEB2,RP2,11.08535033
H2AFY,BCAP31,11.08508864
RORA,CD2,11.085054
CEBPB,KIAA0930,11.08389397
ZEB2,CAT,11.08363077
MAFB,DPYSL2,11.08333331
H2AFY,YTHDF2,11.08329138
ENO1,IGSF6,11.08233969
NAP1L1,CSTB,11.07782938
XBP1,HLA-A,11.07723957
LRRFIP1,ITGB2,11.07709252
CEBPD,LINC01410,11.0738598
LMO2,CEBPA,11.07268861
MAFB,CANX,11.07212849
MTHFD1,LINC01480,11.07159028
TAGLN2,ANKRD9,11.07142571
BCL11B,RPS15A,11.07057464
RPS4X,ABHD14B,11.07017958
TAL1,LIMS1,11.06953935
TAL1,GATA1,11.0691455
CEBPB,MTPN,11.06874566
ETS1,SLFN5,11.06821967
MAFB,NBN,11.06819467
LMO2,EIF3H,11.06812085
ENO1,TRAM1,11.06704135
FOS,PTP4A2,11.06622506
ZEB2,RAB1A,11.0657975
FOS,INPPL1,11.06555133
YBX1,NDUFB7,11.0651259
CEBPA,SCIMP,11.0649947
LEF1,RPL35A,11.06495586
ZEB2,ARPC4,11.06341785
LMO2,BAZ2B,11.06330764
SF3B1,DYNC1I2,11.06238709
POU2AF1,BLNK,11.06168727
PARP1,SMARCB1,11.06075694
MEF2C,BLOC1S2,11.06043693
ZEB2,PSMA7,11.06030959
BCL11B,GIMAP7,11.05967143
PAX5,STRBP,11.05854798
KLF13,HSH2D,11.05654463
TPI1,HLA-DRA,11.05632134
MYBL1,ADGRG1,11.05486855
TPI1,CFL1,11.05427487
H2AFY,TRIP12,11.05411439
GTF2B,SH3BGRL2,11.05373502
MEF2C,PRKCH,11.0531154
CEBPB,H3F3B,11.05273403
MYC,BCL2,11.05198207
RBM3,HNRNPA2B1,11.05168146
TRAF4,LILRA4,11.05129549
CUX1,CKB,11.0508833
FOS,UBE2D3,11.04969251
TCF7L2,ARL6IP5,11.04967404
KLF4,MEFV,11.04757546
TPI1,SLC25A6,11.04750781
RXRA,CDC42EP3,11.04655439
P4HB,FKBP2,11.04528246
TCF7L2,APH1B,11.04506505
ZNF37A,SLC7A5,11.0435843
CEBPD,OCIAD2,11.04246669
H2AFY,RNPEP,11.04090737
CEBPB,NCKAP1L,11.03947129
LRRFIP1,CLIC1,11.03835668
KLF4,FBXL5,11.0377722
KLF10,YY1,11.03753941
CAT,PRKCB,11.03623821
PDS5A,THEMIS,11.03594735
RPL6,ATP5IF1,11.03372793
H2AFY,HEXB,11.03300718
KLF4,HACD4,11.03221222
RPL6,RGS10,11.03184708
ZEB2,ALDH2,11.03104461
ENO1,FUNDC2,11.03058143
YBX1,TMBIM4,11.029925
HES4,HAGH,11.0293392
YBX1,FUCA2,11.0292107
SPIB,CD82,11.02817617
BCL6,S100A8,11.02806734
ZNF383,EPS8,11.0278559
ANXA1,AC020656.1,11.02655392
H1FX,SSH1,11.02640408
ZNF571,BACH2,11.0262651
FOS,GAB2,11.0262334
TPI1,TPP1,11.02593858
MBD2,DRAP1,11.02524463
BANP,BACE1,11.02348554
ZEB2,NDUFC2,11.02340787
RPS4X,PPDPF,11.01802609
RPS4X,RBMX,11.01799449
MEF2C,SP110,11.01733639
ZNF667,SNX29,11.0165339
ZEB2,TPM3,11.01629045
KLF6,GNAI2,11.015442
H2AFY,SDCBP,11.01520003
H2AFY,TIMP2,11.01505834
FOS,RNF7,11.0148239
SPI1,SMARCD3,11.01418625
H2AFY,IL17RA,11.01388574
SPI1,SULT1A1,11.01149507
CEBPB,CMTM3,11.01109118
RXRA,SASH1,11.00985007
H2AFY,SH3BGRL,11.00926613
BCL11B,TESPA1,11.00808139
ENO1,JTB,11.00805034
KLRG1,PRF1,11.00703352
YBX1,NDUFB3,11.00488443
YBX1,RPS4X,11.00353061
SPI1,HMGN2,11.00322972
SPATS2,HPGD,11.00246691
ODC1,MYL9,11.00214043
CEBPB,JDP2,11.00159586
SPI1,BLVRB,11.0010037
NUCB1,MTHFD2,11.00014642
MBD2,RAP1B,10.99961994
STAU2,CXorf21,10.99898248
CEBPB,CTSC,10.99894254
APEX1,PTRHD1,10.99885643
CEBPB,H2AFZ,10.99796409
SPI1,KCTD12,10.99754129
LRRFIP1,TMEM50A,10.99710262
UQCRB,EDF1,10.99600215
CREB3L2,CLEC4C,10.99580671
SPI1,PANK2,10.99448145
CANX,LPGAT1,10.99447888
GRHL1,DMTN,10.99397929
CEBPB,OSCAR,10.99309782
MAX,PF4,10.99266511
MAFB,ADGRE2,10.99246744
ENO1,GNAI2,10.99212822
RPL6,CFL1,10.99198309
FOXJ3,FAM241A,10.9917073
SPI1,FAM45A,10.99008369
TRAF4,RHEX,10.98997941
HCLS1,NDUFB4,10.98931204
YBX1,UBE2F,10.9888268
SPI1,KDM1B,10.98836144
LMO2,PGD,10.98808986
TCF4,CD24,10.98743875
ANXA1,PXN,10.98727322
LMO2,LTA4H,10.98721259
ID2,KLRD1,10.98589717
SPI1,GMIP,10.98530012
STAT2,APOL6,10.98422104
CEBPB,CAMKK2,10.98413876
RPL6,NOP58,10.98250482
ZBTB1,CSKMT,10.98161461
FOS,ZFAND3,10.98141842
RPS10,HSPE1,10.98126332
STAT1,HLA-E,10.98040957
SPIB,STX7,10.97814589
ID2,CTSC,10.97752898
ZNF467,MTDH,10.97734006
H2AFY,MINOS1,10.97704651
RXRA,ZFP36,10.97530791
NFE2,S100A12,10.97494094
ANXA1,PEPD,10.97454279
FOS,DENND1A,10.97396331
ID2,CLIC1,10.9738551
KLF6,CAST,10.97302184
RPS4X,RAN,10.97291015
CEBPD,CHP1,10.97238703
CEBPB,EHBP1L1,10.97162077
ZBTB25,VEZT,10.97083338
SPIB,MICAL3,10.97080527
UQCRB,ZFAS1,10.96908462
PKM,FCGRT,10.96884722
KLF4,SLC6A6,10.96871828
ZBTB7A,CMTM6,10.96840767
LRRFIP1,FLII,10.96786076
ATF4,HERPUD1,10.96645046
CEBPD,YWHAB,10.96514502
BCL11A,STRBP,10.9637787
SETBP1,PROC,10.9637416
XBP1,TMCO1,10.9636213
YBX1,ANAPC5,10.96352025
YBX1,APEX1,10.96165002
LMO2,POU2F2,10.96156838
CEBPB,P2RY13,10.96135949
H2AFY,PABPN1,10.96060893
POU2F2,BMP2K,10.96058513
RXRA,JUND,10.95958004
MYCL,ZFP36L1,10.95919379
H2AFY,HNRNPH1,10.95907799
SPI1,MIDN,10.95880495
RXRA,OSCAR,10.95866045
TAL1,LGALSL,10.95758215
JUND,JMJD1C,10.95652122
FOSB,TGOLN2,10.95477883
FOXO1,SLC25A4,10.95455555
PAX5,P2RX5,10.95407495
CEBPD,APAF1,10.95289416
MEF2C,IL7R,10.95126931
KLF4,TANK,10.94950994
BCL11A,TPD52,10.94931464
FOS,CAPN2,10.94917443
ZBTB39,ZP3,10.94862087
POU2AF1,OSBPL10,10.94592401
RORC,PHACTR2,10.94580574
MBD2,CHMP2A,10.94493159
RXRA,LAPTM5,10.94465791
MAF,SPOCK2,10.94456917
KLF4,NLRP3,10.94446248
TCF7L2,LILRB1,10.94331547
RXRA,TIMP1,10.94323322
H2AFY,LRRFIP1,10.9426362
YBX1,IRAK1,10.94161973
LMO2,KCTD12,10.94111397
SPI1,DBNL,10.94021471
MEIS1,CDKN2D,10.94010667
RPL6,HLA-B,10.93923219
SPI1,GCA,10.93920233
ZEB2,TKT,10.93817013
UQCRB,RPL30,10.93814546
YBX1,EID1,10.93772931
RPS4X,CD52,10.9369526
ID2,PSME1,10.93544816
MAX,CMTM5,10.93278569
GATA1,FAM110A,10.93257327
IRF8,PTMS,10.93219061
SPI1,ATP5F1D,10.93205522
VENTX,TNK2,10.93188991
NAP1L1,CSK,10.93105989
RORA,CTSW,10.93093793
TFEC,PLBD1,10.93093593
CEBPD,MLXIP,10.92922123
NAP1L1,NR4A1,10.92897972
TCF7,AC013264.1,10.92704081
THAP1,MAP2K7,10.92510354
MYBL2,SERPINF2,10.9228521
PKM,FLNA,10.92261205
RPS4X,NDUFAF8,10.92034684
ENO1,HNRNPH1,10.9196976
UQCRB,RPL37A,10.9194449
KLF4,FKBP15,10.91857779
AHR,FHOD1,10.91831407
ODC1,SNN,10.9181551
NFIC,RARA-AS1,10.9174679
BCL11B,IL32,10.91723785
MSC,KDM2B,10.91684099
CEBPD,MAP3K2,10.91638026
YBX1,CSE1L,10.91631195
ZNF202,CXorf21,10.9156071
UQCRB,NSA2,10.91489196
TCF7L2,C3AR1,10.91279248
ZFHX3,ARSD,10.91114582
H2AFY,MRPL23,10.91109411
ENO1,CBX3,10.91046326
YWHAE,GNB1,10.9075975
KLF4,ZNF217,10.90541804
MAFB,LILRA1,10.90530176
ODC1,PLA2G12A,10.904846
EOMES,PTGDR,10.90431723
HSPA5,OST4,10.90413345
IKZF2,CTSW,10.90411208
H2AFY,LAPTM4A,10.90410689
YBX1,METAP2,10.90377809
MYBL1,AKR1C3,10.90341975
ZEB2,MYO9B,10.90294645
ZEB2,RHOG,10.90189343
APEX1,FBP1,10.90040084
FOS,TRIB1,10.89971679
NAP1L1,RNASET2,10.89960377
MAFB,P2RY13,10.89868456
MEF2C,BCL11A,10.89703734
RXRA,MAFB,10.8968486
CEBPB,OAZ2,10.89626006
RPL6,HLA-E,10.89461362
LMO2,CD163,10.89351183
LRRFIP1,HMGB1,10.89250897
CEBPB,RAB5IF,10.89156456
SPI1,CELF2,10.89133523
LEF1,CHRM3-AS2,10.88958885
IRF7,GAPT,10.88814795
ODC1,CCND3,10.88799644
ZNF85,PARP15,10.88740453
KLF4,NOD2,10.88655538
MYBL1,TBX21,10.88635261
KLF4,RTN3,10.88604875
BATF3,IRF8,10.88553532
ANXA1,SAP30,10.88489137
KLF4,SH3TC1,10.88482876
FOS,WSB1,10.88431644
TPI1,ARPC2,10.88392366
RXRA,TMSB4X,10.88389245
LRRFIP1,EMP3,10.88327457
LEF1,RPL38,10.88235806
ATF4,SEC11C,10.88146332
ZEB2,MED13L,10.88028468
ZEB2,CSGALNACT2,10.87975989
ZEB2,JAK2,10.87765988
MAX,ANKRD9,10.87742886
KLF4,EIF3L,10.87683948
CEBPD,RPL13,10.87665096
HSPA5,HEXA,10.87567219
MYBL1,PLEKHF1,10.87517513
NAP1L1,ADGRE2,10.87374887
ZNF37A,PFKFB2,10.87339788
RFX2,C5AR2,10.87322016
RPL6,TCEA1,10.87257822
UQCRB,VDAC1,10.87244792
TAGLN2,RAP1B,10.87145845
MEF2C,LINC00926,10.87131538
ID2,HLA-B,10.87073364
FOSB,MCL1,10.87028457
SPI1,CCDC88A,10.86993322
CEBPD,TMEM107,10.86989241
NCALD,CST7,10.86963516
RPL6,GIMAP1,10.86953537
FOSB,MAP3K3,10.86804569
TAL1,FAXDC2,10.86761989
UQCRB,RPS25,10.86736534
FOS,METRNL,10.86703172
RPL6,C6orf48,10.8658352
BCL11B,NOSIP,10.86552344
RPL6,ATP1A1,10.86435645
TAGLN2,DYNLL1,10.86374029
ZEB2,UBE2K,10.86144125
FOS,ATG7,10.85977232
YBX1,SIGLEC10,10.85828264
SPI1,CHMP4B,10.85825131
FOSB,PTBP3,10.85780627
KLF3,RASSF5,10.85687482
H2AFY,GNG5,10.85669113
RXRA,GLRX,10.85653402
RPS10,BCL11B,10.85636927
FOS,TSEN34,10.85478753
RPS4X,C9orf78,10.8528733
JUND,AHNAK,10.8516331
YBX1,AP2S1,10.85159487
RBM3,RBX1,10.8499416
JUND,ACTR3,10.84971777
LRRFIP1,CD44,10.84899751
RPS4X,PSME1,10.8487881
CEBPB,CCDC69,10.84657078
CEBPD,MPEG1,10.84612731
YBX1,EWSR1,10.84150908
FOS,MBNL1,10.84150738
FOS,SULF2,10.84141072
SPI1,ADAP1,10.84100344
UBB,HLA-B,10.84044808
RBM3,RGS19,10.83998412
LRRFIP1,BCLAF1,10.83958296
H2AFY,KLF13,10.83899625
ZEB2,WSB1,10.83858625
MBD2,CDKN1C,10.83593404
BNC2,LPCAT1,10.83566462
FOXO1,MTSS1,10.83534582
LMO2,ZEB2,10.83530173
ODC1,SLC24A3,10.83447246
FOS,CFLAR,10.83371632
RPL35,CD48,10.83363833
MAFB,NCF2,10.83333696
H2AFY,ARL6IP4,10.83330485
POU2F2,HLA-DRB1,10.8329034
LMO2,ZNF385A,10.83290137
KLF13,SSR4,10.8324253
RPS4X,HSPE1,10.83196901
YWHAZ,TRAPPC1,10.8315879
SPI1,TMEM176B,10.83129231
CEBPB,YBX3,10.83049934
HSPA5,FKBP11,10.82807398
YWHAZ,ARL6IP5,10.82791399
HMGB1,PTMA,10.82766323
TPI1,ARHGDIB,10.82725537
EEF1D,UBXN1,10.82713292
YBX1,SERPINB6,10.82613614
TBX21,FASLG,10.82542322
TAL1,HGD,10.82518224
IRF7,PPM1J,10.82501317
PAX5,PAWR,10.82460461
BCLAF1,CYP27A1,10.82434238
ZEB2,CHP1,10.82429389
H2AFY,PSMB3,10.82379744
TPI1,ATP5PF,10.8235725
JUND,MAP3K8,10.82295057
SPI1,RPL7,10.82278652
LRRFIP1,PHIP,10.82132606
TCF7L2,OAZ2,10.82020221
H2AFY,OSBPL8,10.81971638
ID2,ITGB2,10.81941218
RPL6,TMEM14B,10.81920691
H2AFY,HLA-DMB,10.81846068
SPI1,LMO4,10.81745823
H2AFY,BLOC1S1,10.81738234
MBD2,SNX18,10.81728079
FOS,HNRNPC,10.81661349
RUNX2,DHRS7,10.81552916
RPS4X,FAM102A,10.81435826
LMO2,VASP,10.81428094
SPI1,MAP3K2,10.81250743
CERS2,ACRBP,10.81101151
ETS1,MALAT1,10.81035901
H2AFY,CSTA,10.81016161
H2AFY,TOR1AIP1,10.80841714
ZNF79,PHETA1,10.80770688
TRIP10,CLEC4C,10.80757317
SPI1,RASSF2,10.80714631
SPI1,JAK2,10.80635822
EEF1D,UXT,10.80588605
RPS10,C12orf57,10.80516144
ENO1,RAB2A,10.80474395
CEBPD,HPSE,10.80465462
YBX1,CHMP4B,10.80353873
ANXA1,ARF1,10.80339336
RXRA,RHOB,10.80205566
ZEB2,RAB5IF,10.80155219
TCF4,TCF3,10.80082718
NAP1L1,UBE2B,10.79989299
LMO2,TCF7L2,10.79932426
RBM3,PMF1,10.79921767
ATF3,CD163,10.79907985
UBB,MAP1A,10.79884958
YWHAZ,PFN1,10.79872657
MYBL2,IL3RA,10.7980346
LMO2,CEBPB,10.79587586
FOS,FRAT1,10.79573485
KLF6,PTTG1IP,10.79326929
YWHAE,PPIA,10.79316979
RPS4X,ISCU,10.7927275
PRDM15,CFAP44,10.79266237
UQCRB,ATP5F1E,10.79220003
FOS,CARS2,10.79047094
CEBPD,LRRK2,10.79004248
FOS,AGO4,10.78985269
LRRFIP1,CAP1,10.78981831
FOSL2,FAM217B,10.78893706
H2AFY,EID1,10.78863036
RPL6,SERINC5,10.786971
ZEB2,GRB2,10.78657909
GRHL1,ENKUR,10.78656157
ZBTB7A,DUSP7,10.78616719
RPL6,CCT3,10.78468091
MAF,CALM1,10.7838883
RBM3,MPC1,10.78360854
CANX,COX7A2,10.7833412
BCL11B,RPS3,10.78320226
TPI1,ATP5MD,10.78319414
BCL11B,APBA2,10.78302619
RPL6,ARHGAP45,10.78274285
KLF4,GNB1,10.78251585
RXRA,GNAI3,10.78162181
H2AFY,ARF3,10.78077825
MAFB,CLTA,10.77995401
CEBPD,ATP2B1-AS1,10.77960454
JUN,YME1L1,10.77929213
LMO2,LACTB,10.77896658
P4HB,TXN,10.77835207
ZEB2,RTN1,10.77645852
TAL1,RHOBTB1,10.77611157
KLF6,GAPDH,10.7753057
UBB,HLA-A,10.77521873
XBP1,CXXC5,10.77343885
SPI1,GNAS,10.77258436
LRRFIP1,S100A4,10.77152523
HSPA5,SRM,10.77146206
RPS10,CD6,10.77117796
H2AFY,RSL1D1,10.7707909
HSPA5,HLA-B,10.76987271
RORC,KLRG1,10.76985376
CUX1,RSU1,10.76966991
RXRA,RAB3D,10.76926362
KLF4,CEBPA,10.76870058
ENO1,CAP1,10.76789095
ENO1,SSBP1,10.76785443
FOS,PRDX1,10.76486838
KLRG1,CD99,10.76462486
ZEB2,TMEM219,10.76430713
ZEB2,ARHGEF11,10.76295951
H2AFY,ZNHIT1,10.76294012
MAFB,ZEB2,10.7619652
MYBL2,PPM1J,10.76195822
YBX1,IGSF6,10.76123129
MAFB,IRAK3,10.7599486
FOS,SPCS3,10.75927272
PKM,SRGN,10.75840012
ATF4,NT5DC2,10.75746794
LMO2,DDX5,10.75487029
TPI1,COPS9,10.75356408
NAP1L1,LYL1,10.75299542
UQCRB,TOMM20,10.75229758
HDX,ZNF146,10.75141901
RPS4X,CST7,10.74933097
ZNF431,MAX,10.74778729
SPI1,DDX21,10.74702985
SPI1,ARF6,10.74684709
SND1,SSR3,10.7468089
PBX1,LYL1,10.74620105
SPI1,APEX1,10.74507983
TRIP10,SMPD3,10.74437333
MAFB,ATP6V0E1,10.74412925
ZEB2,S100A12,10.74404824
HHEX,PLEKHA2,10.7433024
TCF4,CD79B,10.74322017
CREB5,AC020656.1,10.74274165
SPI1,ATP2B1,10.74259441
SPI1,DNASE1L1,10.74248331
IRF7,CDC40,10.7410255
H2AFY,CYTH4,10.74095506
MYBL2,AL096865.1,10.74036523
KLF4,NUDT3,10.74032167
YBX1,SELENOH,10.74021537
FOSB,AP1S2,10.74004965
ZEB2,KIF5B,10.73932002
FOS,GNB1,10.73676262
RBM3,PARK7,10.73615357
IL24,SNAPC3,10.73603302
ENO1,GAPDH,10.73598281
CEBPD,ARPC5,10.73581825
RPL6,TBX21,10.73527107
ENO1,DAZAP2,10.73511831
UQCRB,RPL27A,10.73509425
RPL6,TUBB1,10.73505814
NONO,CAPN2,10.73498334
TPI1,BLOC1S1,10.73436012
MITF,SLC39A9,10.73399801
BCL11B,PRKCA,10.73298666
H2AFY,CTSD,10.73284147
YBX1,KYNU,10.73222971
ID2,GADD45B,10.73202422
ZSCAN20,ALOX12,10.73139122
P4HB,SSR3,10.73099256
H2AFY,PTBP3,10.72956437
SPI1,IL10RA,10.72930892
RUNX3,CTSW,10.72686796
MAFB,SPI1,10.72569286
H2AFY,LILRA6,10.72569147
ARFGAP1,ASGR2,10.72563484
TBX21,PSMB9,10.72517731
UBE2K,ARL10,10.72505103
RUNX3,PSMB9,10.72466823
HLF,ZNF281,10.72461042
TCF7L2,RGS19,10.72428366
H2AFY,HDAC2,10.72396179
UBB,PFN1,10.7238208
RPL35,EPB41L4A-AS1,10.7236405
H2AFY,PTPRE,10.72354834
GADD45A,HEMGN,10.72303094
SPI1,RNF130,10.72236471
ZNF589,SLC41A2,10.71944158
RXRA,RAB14,10.71920089
YBX1,NDUFC1,10.71864471
TCF4,SIVA1,10.71855118
ATF4,GSPT1,10.71816866
YBX1,MTPN,10.71809325
ANXA1,ATP5MPL,10.71786227
H2AFY,SCAF11,10.71624557
MAFB,IER5,10.7161158
KLF4,ANPEP,10.71591228
SPI1,AURKAIP1,10.71571265
IRF8,LCK,10.71507922
KLF13,ITM2C,10.71444003
SPI1,CD52,10.71439083
FOS,FGD5-AS1,10.71400295
KLF4,LAT2,10.71334046
LMO2,CLEC12A,10.7119749
CREB5,PYGL,10.71183767
RPS4X,FLT3LG,10.71126844
ZNF778,LINC01410,10.71126801
MYBL2,ABHD15,10.70953992
TCF7L2,RAP1B,10.70889105
ZEB2,PAK2,10.70853341
SPI1,ARHGAP17,10.70794228
PKM,EIF2AK1,10.70710305
MEIS1,SVIP,10.70602959
PKM,VCAN,10.70599824
IRF7,CCDC88A,10.70411857
ZEB2,NOP53,10.70360038
CEBPD,HADHB,10.70286981
KLF4,PXN,10.70231787
HIVEP1,NBPF11,10.70149118
MEIS1,HIST1H3H,10.70139028
YBX1,CD48,10.70125978
GATA3,OPTN,10.70016271
KLF4,CSDE1,10.69896866
DAB2,RGS18,10.69853598
CEBPD,ITGAL,10.698533
RPL6,NDFIP1,10.69805197
MEIS1,PTPRN,10.69725976
KLF13,PRDM1,10.69712333
PBX1,LGALSL,10.69561699
HHEX,AQP10,10.695589
ZNF567,DONSON,10.69527381
JUNB,EIF3E,10.69476291
LRRFIP1,SNRPE,10.69413997
HIVEP3,PHEX,10.69397455
ETS1,LTB,10.6939106
CREB5,KCTD12,10.69377091
YBX1,RTF2,10.69353201
SP4,SIT1,10.69334376
FOS,TIMP1,10.6933311
ZNF236,SCAMP4,10.69312985
ANXA11,EPHA2,10.69290497
MAFB,C3AR1,10.69124894
YBX1,CAPRIN1,10.6911311
ZEB2,CYC1,10.69103562
H2AFY,TARDBP,10.69080737
CHD2,SQLE,10.69066531
YBX1,ATP5F1C,10.69004243
YBX1,RBX1,10.68795144
MEF2C,CYB561A3,10.68529192
FOS,SMAP2,10.6845896
RPS4X,NDUFS5,10.68277703
CEBPD,SERP1,10.68261112
JUND,NCKAP1L,10.68109979
RPS4X,ATP5IF1,10.68102321
ANXA1,DHRS7,10.68084389
FOS,UQCRFS1,10.67993569
LMO2,ATG16L2,10.67836858
H2AFY,METRNL,10.67767158
UBB,HLA-E,10.67714134
FOS,FLNA,10.67648375
HCLS1,MYO1G,10.67606608
UQCRB,RPL24,10.67559131
KLF6,CD164,10.67552293
ID2,AC004687.1,10.67504691
DNAJC21,CPOX,10.67409488
MAFB,MAP3K3,10.67395478
TAGLN2,SAMD14,10.67345138
CTNNB1,IBTK,10.67296386
SPI1,CTBP2,10.67264278
TAL1,TMEM158,10.67227572
FOS,MYD88,10.67223894
H2AFY,CCT8,10.66984565
ZEB2,ITSN2,10.66951672
MCTP2,CD247,10.66831952
FOS,NAPRT,10.66816625
GTF2A2,MRPS7,10.66720871
YBX1,ARF6,10.66626302
TBX21,PRSS23,10.6661889
TCF7,RPL10A,10.66516071
RPS4X,CCNG1,10.66432008
CEBPB,VCAN,10.66271369
YBX1,SKP1,10.66146874
CEBPA,ACOT9,10.66137145
H2AFY,GDI2,10.6612242
JUND,YPEL5,10.66092949
RXRA,ZMIZ1,10.65994129
RPS4X,KIFC3,10.65978319
TAGLN2,RHOBTB1,10.65971313
BATF3,HLA-DRA,10.65922494
TAL1,PRDX6,10.65922104
YBX1,ESD,10.65910747
YBX1,ITGAL,10.65881621
LMO2,CNPY3,10.65843599
GADD45A,TNFSF4,10.6581866
GTF3C2,DHFR,10.65788561
HNRNPA1,UXT,10.65765887
PAX5,CD72,10.65713742
POU2AF1,EAF2,10.65711929
RPL35,ANKRD12,10.65649736
HSPA5,CNP,10.65617901
ZNF219,NLRP3,10.65605974
KLF13,IGKC,10.65428799
HES4,P2RY1,10.65358643
KLF6,SOD2,10.65188744
FOS,PER1,10.65164206
LMO2,CALM2,10.65130264
SPI1,CYC1,10.65124945
H2AFY,ELOB,10.6509096
ZEB2,IGSF6,10.65045717
IRF8,SH3KBP1,10.65039293
UBB,CALR,10.64978431
ZEB2,SDCBP,10.64842562
YBX1,SERBP1,10.64773548
TCF4,PDIA4,10.64756824
RPL35,HLA-DRA,10.64719669
UBB,PSMD8,10.64580964
MAX,TPM4,10.64455962
JUND,IRF2BP2,10.64272097
BCL6,PTPRE,10.63837562
CEBPD,EIF4E3,10.63775986
RPS4X,SATB1,10.63734075
KLF4,KDM1B,10.63721804
SPI1,CCNI,10.63645336
CEBPD,GRN,10.63556263
HIVEP3,GSAP,10.63530314
FOS,SLC31A2,10.63512176
PKM,PGD,10.63510268
MAFB,PRR13,10.63498519
NMI,UBL5,10.63402344
TCF4,HINT1,10.63331556
LRRFIP1,IMPDH1,10.63325983
RXRA,PPT1,10.63310837
YBX1,SCARB2,10.63306808
